 7:38:56PM on Apr 24, 2016 - frame ahead frames 0
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3293
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3315
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3338
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3360
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3382
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3404
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3427
 7:43:45PM on Apr 24, 2016 - frame ahead frames 3449
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3471
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3493
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3515
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3538
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3560
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3582
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3604
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3627
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3649
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3671
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3693
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3715
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3738
 7:43:46PM on Apr 24, 2016 - frame ahead frames 3760
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3782
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3804
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3827
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3849
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3871
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3893
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3915
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3938
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3960
 7:43:47PM on Apr 24, 2016 - frame ahead frames 3982
 7:43:47PM on Apr 24, 2016 - frame ahead frames 4004
 7:43:47PM on Apr 24, 2016 - frame ahead frames 4027
 7:43:47PM on Apr 24, 2016 - frame ahead frames 4049
 7:43:47PM on Apr 24, 2016 - frame ahead frames 4071
 7:43:47PM on Apr 24, 2016 - frame ahead frames 4093
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4115
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4138
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4160
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4182
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4204
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4227
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4249
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4271
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4293
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4315
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4338
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4360
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4382
 7:43:48PM on Apr 24, 2016 - frame ahead frames 4404
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4427
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4449
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4471
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4493
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4515
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4538
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4560
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4582
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4604
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4627
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4649
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4671
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4693
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4715
 7:43:49PM on Apr 24, 2016 - frame ahead frames 4738
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4760
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4782
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4804
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4827
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4849
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4871
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4893
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4915
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4938
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4960
 7:43:50PM on Apr 24, 2016 - frame ahead frames 4982
 7:43:50PM on Apr 24, 2016 - frame ahead frames 5004
 7:43:50PM on Apr 24, 2016 - frame ahead frames 5027
 7:43:50PM on Apr 24, 2016 - frame ahead frames 5049
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5071
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5093
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5115
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5138
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5160
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5182
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5204
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5227
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5249
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5271
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5293
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5315
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5338
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5360
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5382
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5404
 7:43:51PM on Apr 24, 2016 - frame ahead frames 5427
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5449
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5471
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5493
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5515
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5538
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5560
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5582
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5604
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5627
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5649
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5671
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5693
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5715
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5738
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5760
 7:43:52PM on Apr 24, 2016 - frame ahead frames 5782
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5804
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5827
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5849
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5871
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5893
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5915
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5938
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5960
 7:43:53PM on Apr 24, 2016 - frame ahead frames 5982
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6004
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6027
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6049
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6071
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6093
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6115
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6138
 7:43:53PM on Apr 24, 2016 - frame ahead frames 6160
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6182
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6204
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6227
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6249
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6271
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6293
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6315
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6338
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6360
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6382
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6404
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6427
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6449
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6471
 7:43:54PM on Apr 24, 2016 - frame ahead frames 6493
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6515
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6538
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6560
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6582
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6604
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6627
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6649
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6671
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6693
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6715
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6738
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6760
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6782
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6804
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6827
 7:43:55PM on Apr 24, 2016 - frame ahead frames 6849
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6871
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6893
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6915
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6938
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6960
 7:43:56PM on Apr 24, 2016 - frame ahead frames 6982
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7004
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7027
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7049
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7071
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7093
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7115
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7138
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7160
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7182
 7:43:56PM on Apr 24, 2016 - frame ahead frames 7204
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7227
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7249
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7271
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7293
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7315
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7338
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7360
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7382
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7404
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7427
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7449
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7471
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7493
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7515
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7538
 7:43:57PM on Apr 24, 2016 - frame ahead frames 7560
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7582
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7604
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7627
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7649
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7671
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7693
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7715
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7738
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7760
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7782
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7804
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7827
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7849
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7871
 7:43:58PM on Apr 24, 2016 - frame ahead frames 7893
 7:43:59PM on Apr 24, 2016 - frame ahead frames 7915
 7:43:59PM on Apr 24, 2016 - frame ahead frames 7938
 7:43:59PM on Apr 24, 2016 - frame ahead frames 7960
 7:43:59PM on Apr 24, 2016 - frame ahead frames 7982
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8004
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8027
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8049
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8071
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8093
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8115
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8138
 7:43:59PM on Apr 24, 2016 - frame ahead frames 8160
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8182
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8204
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8227
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8249
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8271
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8293
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8315
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8338
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8360
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8382
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8404
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8427
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8449
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8471
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8493
 7:44:00PM on Apr 24, 2016 - frame ahead frames 8515
 7:44:01PM on Apr 24, 2016 - frame ahead frames 8538
 7:44:01PM on Apr 24, 2016 - frame ahead frames 8560
 7:44:01PM on Apr 24, 2016 - ERROR - 
 7:44:41PM on Apr 24, 2016 - [settings][FRAMES==24965][MAX_LISTENERS==32][FPS==120][SONGS==5][URL==http://ani-radio.ga:7654/<any>.mp3]
 7:44:45PM on Apr 24, 2016 - 120 frames behind
 7:44:45PM on Apr 24, 2016 - 102 frames behind
 7:44:45PM on Apr 24, 2016 - 79 frames behind
 7:44:45PM on Apr 24, 2016 - 57 frames behind
 7:44:57PM on Apr 24, 2016 - 44 frames behind
 7:44:57PM on Apr 24, 2016 - 38 frames behind
 7:44:57PM on Apr 24, 2016 - 16 frames behind
 7:44:57PM on Apr 24, 2016 - frame ahead frames 126
 7:44:57PM on Apr 24, 2016 - frame ahead frames 148
 7:44:58PM on Apr 24, 2016 - frame ahead frames 171
 7:44:58PM on Apr 24, 2016 - frame ahead frames 193
 7:44:58PM on Apr 24, 2016 - frame ahead frames 215
 7:44:58PM on Apr 24, 2016 - frame ahead frames 237
 7:44:58PM on Apr 24, 2016 - frame ahead frames 259
 7:44:58PM on Apr 24, 2016 - frame ahead frames 282
 7:44:58PM on Apr 24, 2016 - frame ahead frames 304
 7:44:58PM on Apr 24, 2016 - frame ahead frames 326
 7:44:58PM on Apr 24, 2016 - frame ahead frames 348
 7:44:58PM on Apr 24, 2016 - frame ahead frames 371
 7:44:58PM on Apr 24, 2016 - frame ahead frames 393
 7:44:58PM on Apr 24, 2016 - frame ahead frames 415
 7:44:58PM on Apr 24, 2016 - frame ahead frames 437
 7:44:58PM on Apr 24, 2016 - frame ahead frames 459
 7:44:59PM on Apr 24, 2016 - frame ahead frames 482
 7:44:59PM on Apr 24, 2016 - frame ahead frames 504
 7:44:59PM on Apr 24, 2016 - frame ahead frames 526
 7:44:59PM on Apr 24, 2016 - frame ahead frames 548
 7:44:59PM on Apr 24, 2016 - frame ahead frames 571
 7:45:00PM on Apr 24, 2016 - frame ahead frames 593
 7:45:00PM on Apr 24, 2016 - frame ahead frames 615
 7:45:00PM on Apr 24, 2016 - frame ahead frames 637
 7:45:00PM on Apr 24, 2016 - frame ahead frames 659
 7:45:00PM on Apr 24, 2016 - frame ahead frames 682
 7:45:00PM on Apr 24, 2016 - frame ahead frames 704
 7:45:00PM on Apr 24, 2016 - frame ahead frames 726
 7:45:00PM on Apr 24, 2016 - frame ahead frames 748
 7:45:00PM on Apr 24, 2016 - frame ahead frames 771
 7:45:00PM on Apr 24, 2016 - frame ahead frames 793
 7:45:00PM on Apr 24, 2016 - frame ahead frames 815
 7:45:00PM on Apr 24, 2016 - frame ahead frames 837
 7:45:01PM on Apr 24, 2016 - frame ahead frames 859
 7:45:01PM on Apr 24, 2016 - frame ahead frames 882
 7:45:01PM on Apr 24, 2016 - frame ahead frames 904
 7:45:01PM on Apr 24, 2016 - frame ahead frames 926
 7:45:01PM on Apr 24, 2016 - frame ahead frames 948
 7:45:01PM on Apr 24, 2016 - frame ahead frames 971
 7:45:01PM on Apr 24, 2016 - frame ahead frames 993
 7:45:01PM on Apr 24, 2016 - frame ahead frames 1015
 7:45:01PM on Apr 24, 2016 - frame ahead frames 1037
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1059
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1082
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1104
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1126
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1148
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1171
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1193
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1215
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1237
 7:45:02PM on Apr 24, 2016 - frame ahead frames 1259
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1282
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1304
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1326
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1348
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1371
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1393
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1415
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1437
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1459
 7:45:03PM on Apr 24, 2016 - frame ahead frames 1482
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1504
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1526
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1548
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1571
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1593
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1615
 7:45:04PM on Apr 24, 2016 - frame ahead frames 1637
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1659
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1682
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1704
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1726
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1748
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1771
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1793
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1815
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1837
 7:45:05PM on Apr 24, 2016 - frame ahead frames 1859
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1882
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1904
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1926
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1948
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1971
 7:45:06PM on Apr 24, 2016 - frame ahead frames 1993
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2015
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2037
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2059
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2082
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2104
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2126
 7:45:06PM on Apr 24, 2016 - frame ahead frames 2148
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2171
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2193
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2215
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2237
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2259
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2282
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2304
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2326
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2348
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2371
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2393
 7:45:07PM on Apr 24, 2016 - frame ahead frames 2415
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2437
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2459
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2482
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2504
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2526
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2548
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2571
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2593
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2615
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2637
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2659
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2682
 7:45:08PM on Apr 24, 2016 - frame ahead frames 2704
 7:45:09PM on Apr 24, 2016 - frame ahead frames 2726
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2748
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2771
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2793
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2815
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2837
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2859
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2882
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2904
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2926
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2948
 7:45:10PM on Apr 24, 2016 - frame ahead frames 2971
 7:45:11PM on Apr 24, 2016 - frame ahead frames 2993
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3015
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3037
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3059
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3082
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3104
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3126
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3148
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3171
 7:45:11PM on Apr 24, 2016 - frame ahead frames 3193
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3215
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3237
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3259
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3282
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3304
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3326
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3348
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3371
 7:45:12PM on Apr 24, 2016 - frame ahead frames 3393
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3415
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3437
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3459
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3482
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3504
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3526
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3548
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3571
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3593
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3615
 7:45:13PM on Apr 24, 2016 - frame ahead frames 3637
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3659
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3682
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3704
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3726
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3748
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3771
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3793
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3815
 7:45:14PM on Apr 24, 2016 - frame ahead frames 3837
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3859
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3882
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3904
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3926
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3948
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3971
 7:45:15PM on Apr 24, 2016 - frame ahead frames 3993
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4015
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4037
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4059
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4082
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4104
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4126
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4148
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4171
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4193
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4215
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4237
 7:45:16PM on Apr 24, 2016 - frame ahead frames 4259
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4282
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4304
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4326
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4348
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4371
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4393
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4415
 7:45:17PM on Apr 24, 2016 - frame ahead frames 4437
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4459
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4482
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4504
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4526
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4548
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4571
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4593
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4615
 7:45:18PM on Apr 24, 2016 - frame ahead frames 4637
